,Unnamed: 0,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN,name
81,203,PG10766,,Enquire Within Upon Everything: The Great Victorian Domestic Standby,"Philp, Robert Kemp",1819,1882.0,['en'],153,"{'Handbooks, vade-mecums, etc.'}",,Enquire Within Upon Everything,Philp,http://www.wikidata.org/entity/Q5379490,http://www.wikidata.org/entity/Q16063166,1819,Robert Kemp Philp,Q5379490,Q16063166,Robert Kemp Philp
82,204,PG10775,,Le Horla,"Maupassant, Guy de",1850,1893.0,['fr'],523,"{'Short stories, French', 'French fiction -- 19th century'}",,Le Horla,Maupassant,http://www.wikidata.org/entity/Q3223495,http://www.wikidata.org/entity/Q9327,1850,Guy de Maupassant,Q3223495,Q9327,Guy de Maupassant
83,205,PG107,,Far from the Madding Crowd,"Hardy, Thomas",1840,1928.0,['en'],1004,"{'Farm life -- Fiction', 'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Didactic fiction', 'Women farmers -- Fiction', 'Wessex (England) -- Fiction', 'Pastoral fiction'}",,Far from the Madding Crowd,Hardy,http://www.wikidata.org/entity/Q5642996,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q5642996,Q132805,Thomas Hardy
84,209,PG10800,,The Anatomy of Melancholy,"Burton, Robert",1577,1640.0,['en'],1079,{'Melancholy -- Early works to 1800'},,The Anatomy of Melancholy,Burton,http://www.wikidata.org/entity/Q469755,http://www.wikidata.org/entity/Q259132,1577,Robert Burton,Q469755,Q259132,Robert Burton
86,211,PG1080,,"A Modest Proposal: For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them beneficial to the publick","Swift, Jonathan",1667,1745.0,['en'],24409,"{'Religious satire, English', 'Ireland -- Politics and government -- 18th century -- Humor', 'Political satire, English'}",,A Modest Proposal,Swift,http://www.wikidata.org/entity/Q264143,http://www.wikidata.org/entity/Q41166,1667,Jonathan Swift,Q264143,Q41166,Jonathan Swift
88,216,PG1083,,The Arrow of Gold: A Story Between Two Notes,"Conrad, Joseph",1857,1924.0,['en'],110,"{'Sea stories', 'Adventure stories', 'Illegal arms transfers -- Fiction', 'Young men -- Fiction', 'Marseille (France) -- Fiction'}",,The Arrow of Gold,Conrad,http://www.wikidata.org/entity/Q860023,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q860023,Q82925,Joseph Conrad
89,217,PG10850,,"Philaster; Or, Love Lies a Bleeding","Beaumont, Francis",1584,1616.0,['en'],59,"{'Kings and rulers -- Succession -- Drama', 'Sicily (Italy) -- Drama', 'English drama', 'Tragicomedy', 'Love -- Drama'}",,Philaster,Beaumont,http://www.wikidata.org/entity/Q7182950,http://www.wikidata.org/entity/Q313932,1584,Francis Beaumont,Q7182950,Q313932,Francis Beaumont
90,218,PG10863,,Juha,"Aho, Juhani",1861,1921.0,['fi'],68,"{'Triangles (Interpersonal relations) -- Fiction', 'Married people -- Fiction'}",,Juha,Aho,http://www.wikidata.org/entity/Q18679228,http://www.wikidata.org/entity/Q348623,1861,Juhani Aho,Q18679228,Q348623,Juhani Aho
91,219,PG1086,,A Horse's Tale,"Twain, Mark",1835,1910.0,['en'],132,{'Fiction'},,A Horse's Tale,Twain,http://www.wikidata.org/entity/Q4657396,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q4657396,Q7245,Mark Twain
93,221,PG10892,,Dawn,"Haggard, H. Rider (Henry Rider)",1856,1925.0,['en'],52,"{'Paranormal fiction', 'Fantasy fiction'}",,Dawn,Haggard,http://www.wikidata.org/entity/Q16385419,http://www.wikidata.org/entity/Q237196,1856,H. Rider Haggard,Q16385419,Q237196,H. Rider Haggard
94,222,PG10892,,Dawn,"Haggard, H. Rider (Henry Rider)",1856,1925.0,['en'],52,"{'Paranormal fiction', 'Fantasy fiction'}",,Dawn,Haggard,http://www.wikidata.org/entity/Q19076403,http://www.wikidata.org/entity/Q237196,1856,H. Rider Haggard,Q19076403,Q237196,H. Rider Haggard
95,223,PG10897,,The Wendigo,"Blackwood, Algernon",1869,1951.0,['en'],1607,{'Horror tales'},,The Wendigo,Blackwood,http://www.wikidata.org/entity/Q19102119,http://www.wikidata.org/entity/Q507991,1869,Algernon Blackwood,Q19102119,Q507991,Algernon Blackwood
96,224,PG1089,,"Moon-Face, and Other Stories","London, Jack",1876,1916.0,['en'],250,"{'United States -- Social life and customs -- 20th century -- Fiction', 'Short stories'}",,Moon-Face,London,http://www.wikidata.org/entity/Q6907418,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q6907418,Q45765,Jack London
97,225,PG108,,The Return of Sherlock Holmes,"Doyle, Arthur Conan",1859,1930.0,['en'],2102,"{'Detective and mystery stories, English', 'Holmes, Sherlock (Fictitious character) -- Fiction'}",,The Return of Sherlock Holmes,Doyle,http://www.wikidata.org/entity/Q725752,http://www.wikidata.org/entity/Q35610,1859,Arthur Conan Doyle,Q725752,Q35610,Arthur Conan Doyle
98,229,PG10911,,Buried Alive: A Tale of These Days,"Bennett, Arnold",1867,1931.0,['en'],45,"{'Artists -- Fiction', 'Painters -- Fiction', 'England -- Fiction', 'Mistaken identity -- Fiction', 'Valets -- Fiction'}",,Buried Alive,Bennett,http://www.wikidata.org/entity/Q108704082,http://www.wikidata.org/entity/Q314158,1867,Arnold Bennett,Q108704082,Q314158,Arnold Bennett
99,230,PG10926,,Saxe Holm's Stories: First Series,"Jackson, Helen Hunt",1830,1885.0,['en'],20,"{'Short stories', 'United States -- Social life and customs -- 19th century -- Fiction'}",,Saxe Holm's Stories,Jackson,http://www.wikidata.org/entity/Q56157651,http://www.wikidata.org/entity/Q462363,1830,Helen Hunt Jackson,Q56157651,Q462363,Helen Hunt Jackson
100,231,PG10935,,The Wonderful Adventures of Nils,"Lagerlöf, Selma",1858,1940.0,['en'],195,"{'Sweden -- Juvenile fiction', 'Fantasy literature', 'Kindness -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Geese -- Juvenile fiction', 'Boys -- Juvenile fiction'}",,The Wonderful Adventures of Nils,Lagerlöf,http://www.wikidata.org/entity/Q726254,http://www.wikidata.org/entity/Q44519,1858,Selma Lagerlöf,Q726254,Q44519,Selma Lagerlöf
101,232,PG10943,,Elusive Isabel,"Futrelle, Jacques",1875,1912.0,['en'],47,"{'Fiction', 'Spy stories'}",,Elusive Isabel,Futrelle,http://www.wikidata.org/entity/Q5367959,http://www.wikidata.org/entity/Q763341,1875,Jacques Futrelle,Q5367959,Q763341,Jacques Futrelle
102,233,PG10948,,The Stories of the Three Burglars,"Stockton, Frank R.",1834,1902.0,['en'],36,"{'Burglars -- Fiction', 'Authors -- Fiction', 'Detectives -- Fiction', 'Storytelling -- Fiction', 'Aunts -- Fiction'}",,The Stories of the Three Burglars,Stockton,http://www.wikidata.org/entity/Q124090310,http://www.wikidata.org/entity/Q1444002,1834,Frank R. Stockton,Q124090310,Q1444002,Frank R. Stockton
103,234,PG10959,,The Visits of Elizabeth,"Glyn, Elinor",1864,1943.0,['en'],18,"{'Young women -- Fiction', 'Aristocracy (Social class) -- Fiction', 'Epistolary fiction'}",,The Visits of Elizabeth,Glyn,http://www.wikidata.org/entity/Q111271933,http://www.wikidata.org/entity/Q447240,1864,Elinor Glyn,Q111271933,Q447240,Elinor Glyn
104,235,PG10966,,The Ghost Pirates,"Hodgson, William Hope",1877,1918.0,['en'],159,"{'Pirates -- Fiction', 'Horror tales', 'Science fiction', 'Sea stories', 'Fantasy fiction'}",,The Ghost Pirates,Hodgson,http://www.wikidata.org/entity/Q16200573,http://www.wikidata.org/entity/Q919277,1877,William Hope Hodgson,Q16200573,Q919277,William Hope Hodgson
105,236,PG1096,,The Faith of Men,"London, Jack",1876,1916.0,['en'],66,"{'Manners and customs -- Fiction', 'Short stories, American'}",,The Faith of Men,London,http://www.wikidata.org/entity/Q64928814,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q64928814,Q45765,Jack London
106,237,PG10973,,The Late Mrs. Null,"Stockton, Frank R.",1834,1902.0,['en'],23,{'Virginia -- Social life and customs -- Fiction'},,The Late Mrs. Null,Stockton,http://www.wikidata.org/entity/Q124088613,http://www.wikidata.org/entity/Q1444002,1834,Frank R. Stockton,Q124088613,Q1444002,Frank R. Stockton
107,238,PG10977,,The Grizzly King: A Romance of the Wild,"Curwood, James Oliver",1878,1927.0,['en'],43,"{'Wilderness areas -- Fiction', 'Grizzly bear -- Fiction'}",,The Grizzly King,Curwood,http://www.wikidata.org/entity/Q3486765,http://www.wikidata.org/entity/Q468156,1878,James Oliver Curwood,Q3486765,Q468156,James Oliver Curwood
108,239,PG10984,,Growth of the Soil,"Hamsun, Knut",1859,1952.0,['en'],98,{'Norway -- Fiction'},,Growth of the Soil,Hamsun,http://www.wikidata.org/entity/Q2266122,http://www.wikidata.org/entity/Q40826,1859,Knut Hamsun,Q2266122,Q40826,Knut Hamsun
109,240,PG1098,,The Turmoil: A Novel,"Tarkington, Booth",1869,1946.0,['en'],88,"{'Domestic fiction', 'Middle West -- Fiction', 'Children of the rich -- Fiction', 'Young men -- Fiction', 'City and town life -- Fiction', 'Bildungsromans', 'Social classes -- Fiction'}",,The Turmoil,Tarkington,http://www.wikidata.org/entity/Q30901576,http://www.wikidata.org/entity/Q893138,1869,Booth Tarkington,Q30901576,Q893138,Booth Tarkington
110,241,PG11012,,The Autobiography of an Ex-Colored Man,"Johnson, James Weldon",1871,1938.0,['en'],797,"{'Racially mixed people -- Fiction', 'African American men -- Fiction'}",,The Autobiography of an Ex-Colored Man,Johnson,http://www.wikidata.org/entity/Q7714967,http://www.wikidata.org/entity/Q478450,1871,James Weldon Johnson,Q7714967,Q478450,James Weldon Johnson
111,242,PG11024,,Max Havelaar: Of de koffiveilingen der Nederlandsche Handelsmaatschappy,Multatuli,1820,1887.0,['nl'],158,"{'Culture conflict -- Fiction', 'Dutch -- Indonesia -- Fiction', 'Persona (Literature)', 'Colonies -- Oceania -- Fiction', 'Coffee industry -- Fiction', 'Java (Indonesia) -- Fiction'}",,Max Havelaar,Multatuli,http://www.wikidata.org/entity/Q919067,http://www.wikidata.org/entity/Q154211,1820,Multatuli,Q919067,Q154211,Multatuli
113,247,PG11035,,"Aziyadé: Extrait des notes et lettres d'un lieutenant de la marine anglaise entré au  service de la Turquie le 10 mai 1876 tué dans les murs de Kars, le 27 octobre  1877.","Loti, Pierre",1850,1923.0,['fr'],25,"{'Triangles (Interpersonal relations) -- Fiction', 'Love stories', 'Istanbul (Turkey) -- Fiction'}",,Aziyadé,Loti,http://www.wikidata.org/entity/Q2875147,http://www.wikidata.org/entity/Q311854,1850,Pierre Loti,Q2875147,Q311854,Pierre Loti
114,248,PG11042,,Isabelle,"Gide, André",1869,1951.0,['fr'],28,"{'French fiction -- 20th century', 'Novelists -- Fiction'}",,Isabelle,Gide,http://www.wikidata.org/entity/Q1277632,http://www.wikidata.org/entity/Q47484,1869,André Gide,Q1277632,Q47484,André Gide
115,249,PG11049,,Eugénie Grandet,"Balzac, Honoré de",1799,1850.0,['fr'],74,"{'Fathers and daughters -- Fiction', 'Misers -- Fiction', 'French fiction -- 19th century', 'France -- Social life and customs -- 19th century -- Fiction'}",,Eugénie Grandet,Balzac,http://www.wikidata.org/entity/Q1373644,http://www.wikidata.org/entity/Q9711,1799,Honoré de Balzac,Q1373644,Q9711,Honoré de Balzac
116,250,PG11051,,The Cruise of the Dazzler,"London, Jack",1876,1916.0,['en'],73,{'Ocean travel -- Fiction'},,The Cruise of the Dazzler,London,http://www.wikidata.org/entity/Q3207959,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q3207959,Q45765,Jack London
117,251,PG11051,,The Cruise of the Dazzler,"London, Jack",1876,1916.0,['en'],73,{'Ocean travel -- Fiction'},,The Cruise of the Dazzler,London,http://www.wikidata.org/entity/Q3821962,http://www.wikidata.org/entity/Q45765,1876,Jack London,Q3821962,Q45765,Jack London
118,252,PG11052,,The Custom of the Country,"Wharton, Edith",1862,1937.0,['en'],400,"{'Domestic fiction', 'New York (N.Y.) -- Fiction', 'Satire', 'Divorced women -- Fiction', 'Americans -- France -- Fiction', 'Upper class -- Fiction', 'Remarried people -- Fiction', 'Paris (France) -- Fiction'}",,The Custom of the Country,Wharton,http://www.wikidata.org/entity/Q7728505,http://www.wikidata.org/entity/Q276032,1862,Edith Wharton,Q7728505,Q276032,Edith Wharton
119,253,PG11060,,The Aspirations of Jean Servien,"France, Anatole",1844,1924.0,['en'],6,{'French fiction'},,The Aspirations of Jean Servien,France,http://www.wikidata.org/entity/Q3232266,http://www.wikidata.org/entity/Q42443,1844,Anatole France,Q3232266,Q42443,Anatole France
120,254,PG11068,,"The Spirit of the Age; Or, Contemporary Portraits","Hazlitt, William",1778,1830.0,['en'],35,"{'Great Britain -- Biography', 'Great Britain -- Intellectual life -- 19th century', 'English literature -- 19th century -- History and criticism'}",,The Spirit of the Age,Hazlitt,http://www.wikidata.org/entity/Q7765949,http://www.wikidata.org/entity/Q126596,1778,William Hazlitt,Q7765949,Q126596,William Hazlitt
121,255,PG110,,Tess of the d'Urbervilles: A Pure Woman,"Hardy, Thomas",1840,1928.0,['en'],2816,"{'Children of the rich -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Poor families -- Fiction', 'Women household employees -- Fiction', 'Didactic fiction', 'Children of clergy -- Fiction', 'Rape victims -- Fiction', 'Wessex (England) -- Fiction', 'Women murderers -- Fiction', 'Pastoral fiction', 'Man-woman relationships -- Fiction'}",,Tess of the d'Urbervilles,Hardy,http://www.wikidata.org/entity/Q649409,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q649409,Q132805,Thomas Hardy
122,256,PG11106,,The Girl at Cobhurst,"Stockton, Frank R.",1834,1902.0,['en'],15,"{'Humorous stories', 'Love stories', 'Villages -- Fiction'}",,The Girl at Cobhurst,Stockton,http://www.wikidata.org/entity/Q124088223,http://www.wikidata.org/entity/Q1444002,1834,Frank R. Stockton,Q124088223,Q1444002,Frank R. Stockton
123,257,PG11127,,The Case of Jennie Brice,"Rinehart, Mary Roberts",1876,1958.0,['en'],45,"{'Actors and actresses -- Fiction', 'Murder -- Fiction', 'Detective and mystery stories', 'Boardinghouses -- Fiction'}",,The Case of Jennie Brice,Rinehart,http://www.wikidata.org/entity/Q7721500,http://www.wikidata.org/entity/Q460366,1876,Mary Roberts Rinehart,Q7721500,Q460366,Mary Roberts Rinehart
124,258,PG11128,,The Red Thumb Mark,"Freeman, R. Austin (Richard Austin)",1862,1943.0,['en'],157,"{'Thorndyke, Doctor (Fictitious character) -- Fiction', 'Physicians -- Fiction', 'Detective and mystery stories', 'London (England) -- Fiction'}",,The Red Thumb Mark,Freeman,http://www.wikidata.org/entity/Q3819262,http://www.wikidata.org/entity/Q2065950,1862,R. Austin Freeman,Q3819262,Q2065950,R. Austin Freeman
125,259,PG11131,,Pierre et Jean,"Maupassant, Guy de",1850,1893.0,['fr'],120,"{'Normandy (France) -- Fiction', 'Brothers -- Fiction', 'Sibling rivalry -- Fiction', 'Inheritance and succession -- Fiction', 'France -- Social life and customs -- Fiction'}",,Pierre et Jean,Maupassant,http://www.wikidata.org/entity/Q1163683,http://www.wikidata.org/entity/Q9327,1850,Guy de Maupassant,Q1163683,Q9327,Guy de Maupassant
128,262,PG11171,,"Uncle Tom's Cabin, Young Folks' Edition","Stowe, Harriet Beecher",1811,1896.0,['en'],67,"{'Uncle Tom (Fictitious character) -- Fiction', 'African Americans -- Fiction', 'Fugitive slaves -- Fiction', 'Slavery -- Fiction', 'Didactic fiction', 'Southern States -- Fiction', 'Master and servant -- Fiction', 'Political fiction', 'Plantation life -- Fiction', 'Enslaved persons -- Fiction'}",,Uncle Tom's Cabin,Stowe,http://www.wikidata.org/entity/Q2222,http://www.wikidata.org/entity/Q102513,1811,Harriet Beecher Stowe,Q2222,Q102513,Harriet Beecher Stowe
129,268,PG11172,,Abraham Lincoln: A Play,"Drinkwater, John",1882,1937.0,['en'],62,"{'Lincoln, Abraham, 1809-1865 -- Drama'}",,Abraham Lincoln,Drinkwater,http://www.wikidata.org/entity/Q4669009,http://www.wikidata.org/entity/Q1699846,1882,John Drinkwater,Q4669009,Q1699846,John Drinkwater
130,275,PG11197,,Bambi,"Cooke, Marjorie Benton",1876,1920.0,['en'],30,"{'Marriage -- Fiction', 'Theater -- Fiction'}",,Bambi,Cooke,http://www.wikidata.org/entity/Q19063735,http://www.wikidata.org/entity/Q18911708,1876,Marjorie Benton Cooke,Q19063735,Q18911708,Marjorie Benton Cooke
131,276,PG111,,Freckles,"Stratton-Porter, Gene",1863,1924.0,['en'],188,"{'Indiana -- Fiction', 'People with disabilities -- Fiction', 'Orphans -- Fiction', 'Swamps -- Fiction'}",,Freckles,Stratton-Porter,http://www.wikidata.org/entity/Q5494338,http://www.wikidata.org/entity/Q5531480,1863,Gene Stratton-Porter,Q5494338,Q5531480,Gene Stratton-Porter
132,277,PG11224,,Utilitarianism,"Mill, John Stuart",1806,1873.0,['en'],1894,{'Utilitarianism'},,Utilitarianism,Mill,http://www.wikidata.org/entity/Q1197767,http://www.wikidata.org/entity/Q50020,1806,John Stuart Mill,Q1197767,Q50020,John Stuart Mill
133,278,PG11224,,Utilitarianism,"Mill, John Stuart",1806,1873.0,['en'],1894,{'Utilitarianism'},,Utilitarianism,Mill,http://www.wikidata.org/entity/Q113026160,http://www.wikidata.org/entity/Q50020,1806,John Stuart Mill,Q113026160,Q50020,John Stuart Mill
135,280,PG11229,,The Purple Cloud,"Shiel, M. P. (Matthew Phipps)",1865,1947.0,['en'],237,"{'Natural disasters -- Fiction', 'End of the world -- Fiction', 'Apocalyptic fantasies', 'Science fiction'}",,The Purple Cloud,Shiel,http://www.wikidata.org/entity/Q368566,http://www.wikidata.org/entity/Q2517956,1865,M. P. Shiel,Q368566,Q2517956,M. P. Shiel
136,281,PG11247,,The Exploits of Brigadier Gerard,"Doyle, Arthur Conan",1859,1930.0,['en'],112,"{'Napoleonic Wars, 1800-1815 -- Fiction', 'France -- History, Military -- 19th century -- Fiction', 'War stories, English', 'Adventure stories, English'}",,The Exploits of Brigadier Gerard,Doyle,http://www.wikidata.org/entity/Q19086389,http://www.wikidata.org/entity/Q35610,1859,Arthur Conan Doyle,Q19086389,Q35610,Arthur Conan Doyle
137,282,PG11303,,Vain Fortune: A Novel,"Moore, George",1852,1933.0,['en'],17,"{'Triangles (Interpersonal relations) -- Fiction', 'Unrequited love -- Fiction', 'Young women -- Fiction', 'Inheritance and succession -- Fiction', 'Dramatists -- Fiction'}",,Vain Fortune,Moore,http://www.wikidata.org/entity/Q124091147,http://www.wikidata.org/entity/Q965927,1852,George Moore,Q124091147,Q965927,George Moore
138,283,PG11304,,The Lake,"Moore, George",1852,1933.0,['en'],33,"{'Priests -- Ireland -- Fiction', 'Catholic Church -- Ireland -- Clergy -- Fiction', 'Unmarried mothers -- Fiction', 'Spiritual life -- Fiction', 'Ireland -- Fiction', 'Nature -- Psychological aspects -- Fiction'}",,The Lake,Moore,http://www.wikidata.org/entity/Q42185657,http://www.wikidata.org/entity/Q965927,1852,George Moore,Q42185657,Q965927,George Moore
140,285,PG11355,,Pallieter,"Timmermans, Felix",1886,1947.0,['nl'],30,{'Dutch fiction'},,Pallieter,Timmermans,http://www.wikidata.org/entity/Q21465365,http://www.wikidata.org/entity/Q713284,1886,Felix Timmermans,Q21465365,Q713284,Felix Timmermans
141,286,PG1137,,A Lover's Complaint,"Shakespeare, William",1564,1616.0,['en'],78,{'Poetry'},,A Lover's Complaint,Shakespeare,http://www.wikidata.org/entity/Q1195233,http://www.wikidata.org/entity/Q692,1564,William Shakespeare,Q1195233,Q692,William Shakespeare
142,287,PG1137,,A Lover's Complaint,"Shakespeare, William",1564,1616.0,['en'],78,{'Poetry'},,A Lover's Complaint,Shakespeare,http://www.wikidata.org/entity/Q100746720,http://www.wikidata.org/entity/Q692,1564,William Shakespeare,Q100746720,Q692,William Shakespeare
143,288,PG1137,,A Lover's Complaint,"Shakespeare, William",1564,1616.0,['en'],78,{'Poetry'},,A Lover's Complaint,Shakespeare,http://www.wikidata.org/entity/Q100746733,http://www.wikidata.org/entity/Q692,1564,William Shakespeare,Q100746733,Q692,William Shakespeare
